Time(year-month-day h:m:s);Total solar irradiance (W/m2);Direct normal irradiance (W/m2);Global horizontal irradiance (W/m2);Air temperature  (°C) ;Atmosphere (hpa);Relative humidity (%);Power (MW);;
2019-11-25 16:30:00;677,13 ;810,93 ;75,93 ;20,18 ;834,29 ;45,18 ;14,62 ;;
2019-11-25 16:45:00;305,47 ;168,80 ;144,73 ;19,72 ;834,20 ;46,92 ;7,02 ;;
2019-11-25 17:00:00;264,20 ;69,60 ;147,33 ;19,51 ;834,19 ;46,88 ;7,10 ;;
2019-11-25 17:15:00;351,53 ;42,20 ;159,20 ;19,61 ;834,00 ;47,93 ;7,31 ;;
2019-11-25 17:30:00;309,07 ;8,07 ;123,67 ;19,55 ;833,93 ;47,68 ;6,06 ;;
2019-11-25 17:45:00;202,93 ;3,93 ;73,80 ;19,37 ;833,96 ;48,23 ;3,68 ;;
2019-11-25 18:00:00;104,80 ;7,00 ;34,27 ;19,01 ;833,82 ;48,97 ;1,73 ;;
2019-11-25 18:15:00;21,53 ;0,07 ;4,93 ;18,35 ;833,74 ;50,79 ;0,32 ;;
2019-11-25 18:30:00;0,00 ;0,00 ;0,00 ;17,66 ;833,87 ;53,18 ;0,00 ;;
2019-11-25 18:45:00;0,00 ;0,00 ;0,00 ;17,31 ;833,94 ;54,03 ;0,00 ;;
2019-11-25 19:00:00;0,00 ;0,00 ;0,00 ;16,79 ;834,14 ;55,55 ;0,00 ;;
2019-11-25 19:15:00;0,00 ;0,00 ;0,00 ;16,55 ;834,18 ;56,91 ;0,00 ;;
2019-11-25 19:30:00;0,00 ;0,00 ;0,00 ;16,47 ;834,31 ;57,05 ;0,00 ;;
2019-11-25 19:45:00;0,00 ;0,00 ;0,00 ;16,59 ;834,40 ;56,26 ;0,00 ;;
2019-11-25 20:00:00;0,00 ;0,00 ;0,00 ;16,69 ;834,41 ;55,88 ;0,00 ;;
2019-11-25 20:15:00;0,00 ;0,00 ;0,00 ;16,45 ;834,60 ;56,57 ;0,00 ;;
2019-11-25 20:30:00;0,00 ;0,00 ;0,00 ;16,15 ;834,60 ;57,38 ;0,00 ;;
2019-11-25 20:45:00;0,00 ;0,00 ;0,00 ;15,75 ;834,60 ;58,85 ;0,00 ;;
2019-11-25 21:00:00;0,00 ;0,00 ;0,00 ;15,39 ;834,82 ;60,31 ;0,00 ;;
2019-11-25 21:15:00;0,00 ;0,00 ;0,00 ;15,20 ;834,94 ;61,79 ;0,00 ;;
2019-11-25 21:30:00;0,00 ;0,00 ;0,00 ;14,93 ;835,15 ;63,23 ;0,00 ;;
2019-11-25 21:45:00;0,00 ;0,00 ;0,00 ;14,85 ;835,24 ;63,78 ;0,00 ;;
2019-11-25 22:00:00;0,00 ;0,00 ;0,00 ;15,55 ;835,23 ;61,18 ;0,00 ;;
2019-11-25 22:15:00;0,00 ;0,00 ;0,00 ;15,11 ;835,34 ;62,53 ;0,00 ;;
2019-11-25 22:30:00;0,00 ;0,00 ;0,00 ;14,85 ;835,39 ;63,47 ;0,00 ;;
2019-11-25 22:45:00;0,00 ;0,00 ;0,00 ;14,84 ;835,34 ;63,60 ;0,00 ;;
2019-11-25 23:00:00;0,00 ;0,00 ;0,00 ;14,93 ;835,40 ;63,07 ;0,00 ;;
2019-11-25 23:15:00;0,00 ;0,00 ;0,00 ;14,90 ;835,44 ;62,99 ;0,00 ;;
2019-11-25 23:30:00;0,00 ;0,00 ;0,00 ;15,26 ;835,43 ;61,33 ;0,00 ;;
2019-11-25 23:45:00;0,00 ;0,00 ;0,00 ;15,57 ;835,40 ;59,75 ;0,00 ;;
2019-11-26 00:00:00;0,00 ;0,00 ;0,00 ;15,79 ;835,34 ;58,24 ;0,00 ;;
2019-11-26 00:15:00;0,00 ;0,00 ;0,00 ;15,84 ;835,40 ;57,35 ;0,00 ;;
2019-11-26 00:30:00;0,00 ;0,00 ;0,00 ;15,82 ;835,25 ;57,19 ;0,00 ;;
2019-11-26 00:45:00;0,00 ;0,00 ;0,00 ;15,43 ;835,16 ;58,13 ;0,00 ;;
2019-11-26 01:00:00;0,00 ;0,00 ;0,00 ;15,37 ;835,10 ;58,17 ;0,00 ;;
2019-11-26 01:15:00;0,00 ;0,00 ;0,00 ;15,52 ;835,10 ;57,45 ;0,00 ;;
2019-11-26 01:30:00;0,00 ;0,00 ;0,00 ;15,12 ;835,02 ;58,77 ;0,00 ;;
2019-11-26 01:45:00;0,00 ;0,00 ;0,00 ;14,34 ;834,90 ;61,97 ;0,00 ;;
2019-11-26 02:00:00;0,00 ;0,00 ;0,00 ;14,17 ;834,90 ;62,81 ;0,00 ;;
2019-11-26 02:15:00;0,00 ;0,00 ;0,00 ;13,85 ;834,90 ;64,03 ;0,00 ;;
2019-11-26 02:30:00;0,00 ;0,00 ;0,00 ;14,13 ;834,83 ;62,89 ;0,00 ;;
2019-11-26 02:45:00;0,00 ;0,00 ;0,00 ;14,59 ;834,80 ;60,39 ;0,00 ;;
2019-11-26 03:00:00;0,00 ;0,00 ;0,00 ;14,31 ;834,66 ;61,30 ;0,00 ;;
2019-11-26 03:15:00;0,00 ;0,00 ;0,00 ;13,97 ;834,58 ;62,82 ;0,00 ;;
2019-11-26 03:30:00;0,00 ;0,00 ;0,00 ;14,58 ;834,48 ;61,21 ;0,00 ;;
2019-11-26 03:45:00;0,00 ;0,00 ;0,00 ;14,13 ;834,56 ;63,00 ;0,00 ;;
2019-11-26 04:00:00;0,00 ;0,00 ;0,00 ;13,51 ;834,50 ;66,16 ;0,00 ;;
2019-11-26 04:15:00;0,00 ;0,00 ;0,00 ;13,98 ;834,50 ;64,44 ;0,00 ;;
2019-11-26 04:30:00;0,00 ;0,00 ;0,00 ;13,67 ;834,63 ;65,98 ;0,00 ;;
2019-11-26 04:45:00;0,00 ;0,00 ;0,00 ;13,50 ;834,50 ;66,67 ;0,00 ;;
2019-11-26 05:00:00;0,00 ;0,00 ;0,00 ;13,53 ;834,35 ;67,03 ;0,00 ;;
2019-11-26 05:15:00;0,00 ;0,00 ;0,00 ;13,79 ;834,30 ;66,36 ;0,00 ;;
2019-11-26 05:30:00;0,00 ;0,00 ;0,00 ;13,45 ;834,37 ;67,40 ;0,00 ;;
2019-11-26 05:45:00;0,00 ;0,00 ;0,00 ;13,49 ;834,28 ;67,60 ;0,00 ;;
2019-11-26 06:00:00;0,00 ;0,00 ;0,00 ;13,38 ;834,11 ;67,70 ;0,00 ;;
2019-11-26 06:15:00;0,00 ;0,00 ;0,00 ;13,20 ;834,28 ;68,88 ;0,00 ;;
2019-11-26 06:30:00;0,00 ;0,00 ;0,00 ;12,91 ;834,33 ;70,09 ;0,00 ;;
2019-11-26 06:45:00;0,00 ;0,00 ;0,00 ;12,53 ;834,48 ;71,66 ;0,00 ;;
2019-11-26 07:00:00;0,00 ;0,00 ;0,00 ;12,43 ;834,61 ;73,19 ;0,00 ;;
2019-11-26 07:15:00;0,00 ;0,00 ;0,00 ;12,34 ;834,80 ;74,97 ;0,00 ;;
2019-11-26 07:30:00;0,00 ;0,00 ;0,00 ;12,43 ;835,02 ;75,15 ;0,00 ;;
2019-11-26 07:45:00;0,07 ;0,00 ;0,00 ;12,17 ;835,14 ;76,05 ;0,00 ;;
2019-11-26 08:00:00;11,67 ;1,73 ;4,73 ;12,25 ;835,35 ;76,19 ;0,27 ;;
2019-11-26 08:15:00;34,93 ;3,87 ;15,13 ;12,43 ;835,44 ;75,58 ;0,75 ;;
2019-11-26 08:30:00;71,47 ;5,87 ;30,87 ;12,88 ;835,49 ;74,04 ;1,47 ;;
2019-11-26 08:45:00;92,80 ;16,07 ;42,67 ;13,05 ;835,48 ;73,17 ;1,97 ;;
2019-11-26 09:00:00;137,60 ;49,27 ;54,00 ;13,63 ;835,67 ;70,13 ;2,85 ;;
2019-11-26 09:15:00;229,40 ;150,80 ;61,40 ;13,65 ;835,74 ;71,12 ;4,60 ;;
2019-11-26 09:30:00;321,20 ;98,27 ;128,80 ;13,55 ;835,80 ;72,37 ;6,72 ;;
2019-11-26 09:45:00;440,07 ;141,93 ;166,47 ;14,33 ;835,84 ;70,51 ;10,25 ;;
2019-11-26 10:00:00;660,13 ;748,27 ;60,20 ;15,71 ;835,97 ;66,18 ;15,75 ;;
2019-11-26 10:15:00;720,73 ;816,27 ;70,33 ;16,19 ;836,00 ;65,36 ;17,71 ;;
2019-11-26 10:30:00;770,47 ;846,47 ;79,00 ;16,51 ;836,00 ;62,59 ;19,13 ;;
2019-11-26 10:45:00;824,47 ;861,07 ;85,80 ;16,77 ;835,92 ;62,52 ;20,38 ;;
2019-11-26 11:00:00;879,73 ;874,27 ;92,07 ;17,35 ;835,79 ;60,00 ;21,55 ;;
2019-11-26 11:15:00;916,40 ;874,53 ;96,67 ;16,83 ;835,56 ;62,27 ;22,57 ;;
2019-11-26 11:30:00;942,47 ;872,13 ;100,40 ;16,65 ;835,49 ;63,13 ;23,44 ;;
2019-11-26 11:45:00;965,13 ;867,20 ;103,07 ;17,56 ;835,32 ;60,42 ;23,87 ;;
2019-11-26 12:00:00;991,47 ;863,07 ;106,20 ;18,04 ;835,13 ;58,83 ;24,84 ;;
2019-11-26 12:15:00;1016,87 ;865,47 ;108,20 ;18,41 ;835,02 ;57,86 ;25,32 ;;
2019-11-26 12:30:00;1022,53 ;861,40 ;109,47 ;18,79 ;834,74 ;56,10 ;25,71 ;;
2019-11-26 12:45:00;1029,00 ;862,60 ;110,67 ;19,42 ;834,42 ;53,71 ;25,96 ;;
2019-11-26 13:00:00;1039,93 ;883,47 ;113,87 ;20,04 ;834,21 ;50,25 ;26,05 ;;
2019-11-26 13:15:00;1059,67 ;963,73 ;124,13 ;20,64 ;833,82 ;47,58 ;26,00 ;;
2019-11-26 13:30:00;1053,27 ;862,13 ;110,60 ;20,59 ;833,54 ;47,21 ;25,70 ;;
2019-11-26 13:45:00;1050,13 ;848,67 ;107,47 ;21,44 ;833,14 ;44,69 ;25,34 ;;
2019-11-26 14:00:00;1036,87 ;848,27 ;105,80 ;22,30 ;832,74 ;42,29 ;24,95 ;;
2019-11-26 14:15:00;1025,13 ;861,07 ;105,00 ;21,99 ;832,42 ;41,47 ;24,63 ;;
2019-11-26 14:30:00;989,13 ;864,13 ;102,33 ;22,24 ;832,15 ;40,30 ;24,13 ;;
2019-11-26 14:45:00;955,80 ;867,80 ;99,40 ;22,47 ;831,92 ;39,38 ;23,45 ;;
2019-11-26 15:00:00;922,20 ;872,33 ;96,00 ;22,74 ;831,63 ;38,87 ;22,57 ;;
2019-11-26 15:15:00;874,67 ;866,40 ;90,67 ;22,93 ;831,34 ;37,79 ;21,61 ;;
2019-11-26 15:30:00;823,93 ;851,47 ;84,20 ;23,15 ;831,17 ;36,90 ;20,47 ;;
2019-11-26 15:45:00;778,80 ;833,67 ;77,20 ;23,51 ;831,00 ;35,61 ;19,24 ;;
2019-11-26 16:00:00;735,67 ;805,47 ;69,07 ;23,41 ;830,85 ;35,52 ;17,82 ;;
2019-11-26 16:15:00;684,67 ;760,27 ;59,60 ;23,70 ;830,66 ;34,27 ;16,19 ;;
2019-11-26 16:30:00;636,00 ;707,80 ;50,00 ;23,60 ;830,45 ;34,39 ;14,59 ;;
2019-11-26 16:45:00;587,47 ;181,33 ;214,60 ;23,39 ;830,44 ;34,51 ;12,84 ;;
2019-11-26 17:00:00;517,93 ;0,00 ;222,60 ;23,47 ;830,35 ;34,35 ;10,69 ;;
2019-11-26 17:15:00;430,67 ;0,00 ;165,13 ;23,39 ;830,16 ;34,41 ;8,47 ;;
2019-11-26 17:30:00;334,80 ;0,00 ;119,73 ;23,07 ;830,17 ;34,81 ;6,27 ;;
2019-11-26 17:45:00;236,27 ;1,13 ;80,60 ;22,88 ;830,20 ;34,87 ;4,21 ;;
2019-11-26 18:00:00;132,80 ;13,20 ;41,60 ;22,51 ;830,20 ;35,13 ;2,19 ;;
2019-11-26 18:15:00;40,27 ;0,00 ;10,00 ;22,03 ;830,28 ;35,84 ;0,57 ;;
2019-11-26 18:30:00;0,07 ;0,00 ;0,00 ;21,71 ;830,34 ;36,21 ;0,00 ;;
2019-11-26 18:45:00;0,00 ;0,00 ;0,00 ;21,52 ;830,50 ;36,52 ;0,00 ;;
2019-11-26 19:00:00;0,00 ;0,00 ;0,00 ;21,40 ;830,53 ;36,77 ;0,00 ;;
2019-11-26 19:15:00;0,00 ;0,00 ;0,00 ;21,16 ;831,00 ;37,51 ;0,00 ;;
2019-11-26 19:30:00;0,00 ;0,00 ;0,00 ;21,06 ;831,23 ;37,85 ;0,00 ;;
2019-11-26 19:45:00;0,00 ;0,00 ;0,00 ;20,92 ;831,44 ;38,29 ;0,00 ;;
2019-11-26 20:00:00;0,00 ;0,00 ;0,00 ;20,85 ;831,65 ;38,58 ;0,00 ;;
2019-11-26 20:15:00;0,00 ;0,00 ;0,00 ;20,77 ;831,74 ;38,97 ;0,00 ;;
2019-11-26 20:30:00;0,00 ;0,00 ;0,00 ;20,71 ;831,88 ;39,17 ;0,00 ;;
2019-11-26 20:45:00;0,00 ;0,00 ;0,00 ;20,57 ;832,00 ;39,53 ;0,00 ;;
2019-11-26 21:00:00;0,00 ;0,00 ;0,00 ;20,42 ;831,93 ;39,99 ;0,00 ;;
2019-11-26 21:15:00;0,00 ;0,00 ;0,00 ;20,27 ;832,08 ;40,50 ;0,00 ;;
2019-11-26 21:30:00;0,00 ;0,00 ;0,00 ;20,11 ;832,35 ;41,14 ;0,00 ;;
2019-11-26 21:45:00;0,00 ;0,00 ;0,00 ;19,96 ;832,58 ;41,70 ;0,00 ;;
2019-11-26 22:00:00;0,00 ;0,00 ;0,00 ;19,79 ;832,71 ;42,38 ;0,00 ;;
2019-11-26 22:15:00;0,00 ;0,00 ;0,00 ;19,69 ;832,90 ;42,82 ;0,00 ;;
2019-11-26 22:30:00;0,00 ;0,00 ;0,00 ;19,47 ;832,98 ;43,72 ;0,00 ;;
2019-11-26 22:45:00;0,00 ;0,00 ;0,00 ;19,17 ;833,10 ;44,81 ;0,00 ;;
2019-11-26 23:00:00;0,00 ;0,00 ;0,00 ;19,13 ;833,11 ;45,28 ;0,00 ;;
2019-11-26 23:15:00;0,00 ;0,00 ;0,00 ;19,03 ;833,32 ;45,93 ;0,00 ;;
2019-11-26 23:30:00;0,00 ;0,00 ;0,00 ;18,85 ;833,50 ;46,63 ;0,00 ;;
2019-11-26 23:45:00;0,00 ;0,00 ;0,00 ;18,43 ;833,54 ;48,16 ;0,00 ;;
2019-11-27 00:00:00;0,00 ;0,00 ;0,00 ;18,10 ;833,60 ;49,52 ;0,00 ;;
2019-11-27 00:15:00;0,00 ;0,00 ;0,00 ;17,75 ;833,78 ;51,01 ;0,00 ;;
2019-11-27 00:30:00;0,00 ;0,00 ;0,00 ;17,43 ;833,84 ;52,07 ;0,00 ;;
2019-11-27 00:45:00;0,00 ;0,00 ;0,00 ;17,25 ;834,00 ;52,98 ;0,00 ;;
2019-11-27 01:00:00;0,00 ;0,00 ;0,00 ;17,26 ;834,01 ;52,86 ;0,00 ;;
2019-11-27 01:15:00;0,00 ;0,00 ;0,00 ;17,10 ;834,06 ;53,31 ;0,00 ;;
2019-11-27 01:30:00;0,00 ;0,00 ;0,00 ;16,91 ;834,15 ;53,84 ;0,00 ;;
2019-11-27 01:45:00;0,00 ;0,00 ;0,00 ;17,13 ;834,30 ;53,15 ;0,00 ;;
2019-11-27 02:00:00;0,00 ;0,00 ;0,00 ;17,12 ;834,23 ;53,17 ;0,00 ;;
2019-11-27 02:15:00;0,00 ;0,00 ;0,00 ;17,03 ;834,20 ;53,85 ;0,00 ;;
2019-11-27 02:30:00;0,00 ;0,00 ;0,00 ;16,66 ;834,26 ;55,27 ;0,00 ;;
2019-11-27 02:45:00;0,00 ;0,00 ;0,00 ;16,79 ;834,14 ;54,89 ;0,00 ;;
2019-11-27 03:00:00;0,00 ;0,00 ;0,00 ;16,76 ;834,27 ;55,29 ;0,00 ;;
2019-11-27 03:15:00;0,00 ;0,00 ;0,00 ;16,75 ;834,16 ;55,31 ;0,00 ;;
2019-11-27 03:30:00;0,00 ;0,00 ;0,00 ;16,57 ;834,11 ;55,75 ;0,00 ;;
2019-11-27 03:45:00;0,00 ;0,00 ;0,00 ;16,28 ;834,26 ;56,58 ;0,00 ;;
2019-11-27 04:00:00;0,00 ;0,00 ;0,00 ;16,13 ;834,13 ;57,35 ;0,00 ;;
2019-11-27 04:15:00;0,00 ;0,00 ;0,00 ;16,07 ;834,16 ;57,55 ;0,00 ;;
2019-11-27 04:30:00;0,00 ;0,00 ;0,00 ;16,04 ;834,17 ;57,65 ;0,00 ;;
2019-11-27 04:45:00;0,00 ;0,00 ;0,00 ;15,77 ;834,20 ;58,45 ;0,00 ;;
2019-11-27 05:00:00;0,00 ;0,00 ;0,00 ;15,65 ;834,21 ;58,93 ;0,00 ;;
2019-11-27 05:15:00;0,00 ;0,00 ;0,00 ;15,70 ;834,44 ;58,64 ;0,00 ;;
2019-11-27 05:30:00;0,00 ;0,00 ;0,00 ;15,51 ;834,43 ;59,27 ;0,00 ;;
2019-11-27 05:45:00;0,00 ;0,00 ;0,00 ;15,15 ;834,44 ;60,75 ;0,00 ;;
2019-11-27 06:00:00;0,00 ;0,00 ;0,00 ;14,77 ;834,65 ;62,53 ;0,00 ;;
2019-11-27 06:15:00;0,00 ;0,00 ;0,00 ;14,82 ;834,74 ;62,48 ;0,00 ;;
2019-11-27 06:30:00;0,00 ;0,00 ;0,00 ;15,05 ;834,81 ;61,74 ;0,00 ;;
2019-11-27 06:45:00;0,00 ;0,00 ;0,00 ;14,97 ;835,08 ;61,75 ;0,00 ;;
2019-11-27 07:00:00;0,00 ;0,00 ;0,00 ;14,67 ;835,28 ;63,29 ;0,00 ;;
2019-11-27 07:15:00;0,00 ;0,00 ;0,00 ;14,50 ;835,44 ;64,14 ;0,00 ;;
2019-11-27 07:30:00;0,00 ;0,00 ;0,00 ;14,19 ;835,65 ;65,16 ;0,00 ;;
2019-11-27 07:45:00;0,20 ;0,00 ;0,00 ;14,04 ;835,74 ;65,97 ;0,00 ;;
2019-11-27 08:00:00;9,13 ;1,20 ;3,60 ;14,33 ;835,96 ;65,19 ;0,22 ;;
2019-11-27 08:15:00;95,13 ;76,40 ;30,07 ;14,67 ;836,24 ;63,98 ;1,36 ;;
2019-11-27 08:30:00;219,13 ;54,53 ;71,80 ;15,36 ;836,44 ;62,21 ;3,26 ;;
2019-11-27 08:45:00;317,67 ;0,00 ;124,47 ;16,16 ;836,36 ;60,09 ;5,30 ;;
2019-11-27 09:00:00;418,40 ;154,00 ;130,07 ;16,63 ;836,53 ;59,19 ;7,60 ;;
2019-11-27 09:15:00;496,80 ;298,87 ;120,67 ;17,19 ;836,84 ;56,84 ;9,77 ;;
2019-11-27 09:30:00;558,27 ;317,47 ;161,20 ;16,41 ;836,99 ;58,94 ;11,77 ;;
2019-11-27 09:45:00;610,53 ;699,07 ;49,60 ;16,47 ;837,24 ;58,71 ;13,68 ;;
2019-11-27 10:00:00;656,27 ;756,33 ;59,47 ;16,44 ;837,44 ;59,08 ;15,47 ;;
2019-11-27 10:15:00;701,87 ;803,67 ;69,07 ;16,45 ;837,44 ;59,57 ;17,09 ;;
2019-11-27 10:30:00;754,40 ;836,53 ;77,53 ;16,87 ;837,51 ;58,63 ;18,62 ;;
2019-11-27 10:45:00;814,40 ;856,27 ;84,73 ;17,36 ;837,56 ;57,62 ;19,96 ;;
2019-11-27 11:00:00;868,47 ;867,27 ;90,80 ;17,77 ;837,49 ;56,92 ;21,16 ;;
2019-11-27 11:15:00;906,60 ;869,13 ;95,47 ;17,87 ;837,32 ;56,57 ;22,16 ;;
2019-11-27 11:30:00;936,87 ;869,80 ;99,53 ;18,14 ;837,25 ;56,49 ;23,13 ;;
2019-11-27 11:45:00;963,80 ;869,27 ;102,93 ;18,61 ;837,00 ;55,38 ;23,93 ;;
2019-11-27 12:00:00;995,47 ;869,93 ;105,87 ;18,79 ;836,78 ;54,90 ;24,65 ;;
2019-11-27 12:15:00;1012,00 ;863,87 ;107,53 ;19,32 ;836,66 ;52,93 ;25,16 ;;
2019-11-27 12:30:00;1020,93 ;862,93 ;109,00 ;19,87 ;836,51 ;51,82 ;25,51 ;;
2019-11-27 12:45:00;1018,53 ;856,53 ;109,27 ;20,03 ;836,20 ;49,80 ;25,73 ;;
2019-11-27 13:00:00;1034,13 ;879,40 ;112,93 ;20,25 ;835,96 ;48,05 ;25,79 ;;
2019-11-27 13:15:00;1055,53 ;960,00 ;123,20 ;20,65 ;835,48 ;46,70 ;25,87 ;;
2019-11-27 13:30:00;1061,07 ;873,53 ;111,47 ;21,44 ;835,22 ;44,11 ;25,79 ;;
2019-11-27 13:45:00;1063,20 ;861,33 ;108,73 ;21,43 ;835,06 ;43,68 ;25,62 ;;
2019-11-27 14:00:00;1062,20 ;870,67 ;108,00 ;21,76 ;834,85 ;40,77 ;25,27 ;;
2019-11-27 14:15:00;1037,20 ;872,87 ;106,33 ;22,00 ;834,58 ;39,16 ;24,79 ;;
2019-11-27 14:30:00;1003,60 ;877,40 ;103,67 ;22,26 ;834,39 ;38,29 ;24,18 ;;
2019-11-27 14:45:00;965,33 ;878,20 ;100,27 ;22,77 ;834,12 ;37,01 ;23,44 ;;
2019-11-27 15:00:00;932,73 ;884,80 ;96,87 ;22,62 ;833,85 ;37,97 ;22,63 ;;
2019-11-27 15:15:00;889,27 ;882,33 ;92,07 ;23,06 ;833,66 ;35,22 ;21,63 ;;
2019-11-27 15:30:00;844,00 ;871,00 ;85,93 ;23,40 ;833,52 ;34,35 ;20,48 ;;
2019-11-27 15:45:00;790,40 ;843,00 ;77,93 ;23,11 ;833,40 ;35,49 ;19,07 ;;
2019-11-27 16:00:00;741,13 ;809,80 ;69,27 ;23,21 ;833,39 ;35,24 ;17,66 ;;
2019-11-27 16:15:00;687,13 ;758,07 ;59,20 ;23,47 ;833,34 ;33,99 ;15,99 ;;
2019-11-27 16:30:00;625,53 ;690,73 ;48,60 ;23,51 ;833,39 ;33,62 ;14,17 ;;
2019-11-27 16:45:00;568,47 ;44,13 ;257,00 ;23,87 ;833,34 ;34,40 ;12,32 ;;
2019-11-27 17:00:00;502,93 ;0,00 ;215,47 ;23,97 ;833,33 ;34,83 ;10,38 ;;
2019-11-27 17:15:00;422,33 ;0,00 ;160,67 ;23,44 ;833,32 ;35,83 ;8,31 ;;
2019-11-27 17:30:00;326,20 ;0,00 ;114,67 ;22,94 ;833,20 ;36,49 ;6,16 ;;
2019-11-27 17:45:00;230,40 ;0,00 ;75,87 ;21,93 ;833,24 ;38,41 ;4,10 ;;
2019-11-27 18:00:00;128,87 ;0,20 ;37,53 ;21,97 ;833,29 ;38,69 ;2,16 ;;
2019-11-27 18:15:00;33,93 ;0,00 ;6,93 ;21,31 ;833,20 ;39,31 ;0,51 ;;
2019-11-27 18:30:00;0,00 ;0,00 ;0,00 ;20,36 ;833,35 ;41,97 ;0,00 ;;
2019-11-27 18:45:00;0,00 ;0,00 ;0,00 ;19,94 ;833,46 ;42,87 ;0,00 ;;
2019-11-27 19:00:00;0,00 ;0,00 ;0,00 ;19,89 ;833,49 ;42,28 ;0,00 ;;
2019-11-27 19:15:00;0,00 ;0,00 ;0,00 ;19,71 ;833,70 ;42,05 ;0,00 ;;
2019-11-27 19:30:00;0,00 ;0,00 ;0,00 ;19,44 ;833,86 ;41,96 ;0,00 ;;
2019-11-27 19:45:00;0,00 ;0,00 ;0,00 ;19,47 ;834,10 ;41,07 ;0,00 ;;
2019-11-27 20:00:00;0,00 ;0,00 ;0,00 ;19,70 ;834,17 ;40,20 ;0,00 ;;
2019-11-27 20:15:00;0,00 ;0,00 ;0,00 ;19,31 ;834,32 ;41,23 ;0,00 ;;
2019-11-27 20:30:00;0,00 ;0,00 ;0,00 ;19,25 ;834,57 ;41,31 ;0,00 ;;
2019-11-27 20:45:00;0,00 ;0,00 ;0,00 ;19,27 ;834,50 ;41,09 ;0,00 ;;
2019-11-27 21:00:00;0,00 ;0,00 ;0,00 ;19,19 ;834,57 ;41,45 ;0,00 ;;
2019-11-27 21:15:00;0,00 ;0,00 ;0,00 ;18,89 ;834,58 ;42,19 ;0,00 ;;
2019-11-27 21:30:00;0,00 ;0,00 ;0,00 ;18,75 ;834,64 ;42,67 ;0,00 ;;
2019-11-27 21:45:00;0,00 ;0,00 ;0,00 ;18,19 ;834,84 ;44,39 ;0,00 ;;
2019-11-27 22:00:00;0,00 ;0,00 ;0,00 ;17,88 ;834,91 ;45,30 ;0,00 ;;
2019-11-27 22:15:00;0,00 ;0,00 ;0,00 ;17,47 ;835,00 ;47,16 ;0,00 ;;
2019-11-27 22:30:00;0,00 ;0,00 ;0,00 ;17,15 ;835,07 ;48,80 ;0,00 ;;
2019-11-27 22:45:00;0,00 ;0,00 ;0,00 ;17,18 ;835,10 ;48,03 ;0,00 ;;
2019-11-27 23:00:00;0,00 ;0,00 ;0,00 ;16,73 ;835,11 ;48,82 ;0,00 ;;
2019-11-27 23:15:00;0,00 ;0,00 ;0,00 ;16,77 ;835,30 ;48,60 ;0,00 ;;
2019-11-27 23:30:00;0,00 ;0,00 ;0,00 ;17,39 ;835,23 ;46,87 ;0,00 ;;
2019-11-27 23:45:00;0,00 ;0,00 ;0,00 ;16,88 ;835,34 ;48,66 ;0,00 ;;
2019-11-28 00:00:00;0,00 ;0,00 ;0,00 ;16,97 ;835,40 ;48,48 ;0,00 ;;
2019-11-28 00:15:00;0,00 ;0,00 ;0,00 ;16,75 ;835,50 ;49,22 ;0,00 ;;
2019-11-28 00:30:00;0,00 ;0,00 ;0,00 ;16,51 ;835,50 ;49,95 ;0,00 ;;
2019-11-28 00:45:00;0,00 ;0,00 ;0,00 ;16,32 ;835,54 ;50,63 ;0,00 ;;
2019-11-28 01:00:00;0,00 ;0,00 ;0,00 ;16,39 ;835,66 ;50,45 ;0,00 ;;
2019-11-28 01:15:00;0,00 ;0,00 ;0,00 ;16,62 ;835,50 ;50,07 ;0,00 ;;
2019-11-28 01:30:00;0,00 ;0,00 ;0,00 ;16,90 ;835,49 ;49,88 ;0,00 ;;
2019-11-28 01:45:00;0,00 ;0,00 ;0,00 ;16,48 ;835,44 ;51,00 ;0,00 ;;
2019-11-28 02:00:00;0,00 ;0,00 ;0,00 ;16,37 ;835,43 ;51,91 ;0,00 ;;
2019-11-28 02:15:00;0,00 ;0,00 ;0,00 ;16,47 ;835,40 ;51,79 ;0,00 ;;
2019-11-28 02:30:00;0,00 ;0,00 ;0,00 ;15,87 ;835,47 ;53,69 ;0,00 ;;
2019-11-28 02:45:00;0,00 ;0,00 ;0,00 ;15,70 ;835,40 ;54,63 ;0,00 ;;
2019-11-28 03:00:00;0,00 ;0,00 ;0,00 ;15,62 ;835,41 ;55,42 ;0,00 ;;
2019-11-28 03:15:00;0,00 ;0,00 ;0,00 ;15,90 ;835,50 ;54,36 ;0,00 ;;
2019-11-28 03:30:00;0,00 ;0,00 ;0,00 ;15,94 ;835,49 ;54,55 ;0,00 ;;
2019-11-28 03:45:00;0,00 ;0,00 ;0,00 ;15,55 ;835,44 ;55,87 ;0,00 ;;
2019-11-28 04:00:00;0,00 ;0,00 ;0,00 ;15,26 ;835,49 ;56,95 ;0,00 ;;
2019-11-28 04:15:00;0,00 ;0,00 ;0,00 ;14,61 ;835,48 ;59,08 ;0,00 ;;
2019-11-28 04:30:00;0,00 ;0,00 ;0,00 ;14,38 ;835,53 ;60,11 ;0,00 ;;
2019-11-28 04:45:00;0,00 ;0,00 ;0,00 ;14,33 ;835,46 ;60,57 ;0,00 ;;
2019-11-28 05:00:00;0,00 ;0,00 ;0,00 ;15,29 ;835,39 ;57,49 ;0,00 ;;
